# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
152500 0.643388 0.181066 1.45104 0.298059 -2.9257 24.0842 47.7666
153000 -0.284094 1.19605 -3.55493 1.5066 -5.23595 27.7117 44.736
153500 0.465397 -1.50886 2.90547 -0.000418362 3.16666 4.96533 33.2653
154000 2.9088 4.42174 3.08789 1.21678 3.38202 25.6043 9.11062
154500 0.223817 0.267043 -0.723689 1.1281 1.12666 9.1412 6.61022
155000 1.17945 0.498056 2.01608 1.02421 -1.18324 -15.3393 12.9944
155500 0.171467 0.817204 -0.914312 0.611509 19.5041 -16.4887 22.3861
156000 0.043107 1.28198 0.50394 -1.6566 0.685611 11.0654 33.8215
156500 2.46897 2.0292 2.57167 2.80605 -0.54698 -12.6799 36.5254
157000 -0.925973 -0.886925 -2.04774 0.156741 1.39384 -22.0062 48.8398
157500 3.45698 4.04367 3.50313 2.82415 8.58544 6.55581 31.3653
158000 1.15629 0.037448 3.1761 0.255328 10.8416 52.2083 20.6683
158500 -0.337989 0.403532 -0.658942 -0.758558 7.40539 35.0783 30.1597
159000 2.61988 1.9087 0.753751 5.1972 -4.22694 1.4933 21.385
159500 -0.28403 -1.2216 -1.24481 1.61432 2.57805 -28.7157 35.3889
160000 1.66045 1.37542 4.63707 -1.03115 5.04731 14.8612 30.4312
160500 0.204841 1.76839 1.49869 -2.65256 2.0285 10.7894 26.3612
161000 1.71425 1.05165 -1.05934 5.15045 4.02989 -6.48174 13.1985
161500 0.393465 -0.698285 3.74898 -1.8703 -4.24571 38.3033 36.4092
162000 2.64464 2.78221 1.6023 3.54943 17.4675 35.4631 28.7919
162500 -0.941265 0.586107 -1.61827 -1.79163 6.41613 38.6214 23.3913
163000 2.63791 2.35 4.16323 1.40052 10.1484 30.9757 21.1718
163500 1.98964 0.719421 3.45665 1.79286 2.23073 27.7934 11.2137
164000 -0.297376 1.45066 -5.76277 3.41999 15.1957 6.93922 23.8932
164500 -0.66176 -3.32945 2.22045 -0.876285 7.94847 5.79865 34.3994
165000 1.87985 3.77175 2.6637 -0.795888 15.9865 49.4355 47.3402
165500 3.1412 1.11755 3.57575 4.73029 11.0559 43.0446 43.8944
166000 -1.94444 -0.723715 -1.40997 -3.69965 3.95557 25.2064 35.4753
166500 2.48286 3.25342 0.0894849 4.10568 -1.08377 9.9586 22.757
167000 1.5251 1.82455 2.15514 0.595625 -5.137 4.01752 22.9716
167500 0.141401 1.51751 -1.0893 -0.00400095 8.26256 9.64611 11.7207
168000 0.237319 0.238265 0.46754 0.0061516 6.52568 20.4797 22.0279
168500 3.47078 2.07514 3.8145 4.52271 0.834454 8.7531 16.8862
169000 -0.739972 0.0608906 0.519825 -2.80063 9.83795 12.0224 24.5281
169500 2.2837 3.0561 1.19599 2.59903 4.15926 11.4567 23.2776
170000 0.614273 -0.20775 1.53776 0.512805 5.78667 36.543 24.7079
